Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 3 2021/22,QSL,SOMERSET STP,11X,NHS SOMERSET CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,65,40,15,15,*,10,10,*,*,10,,10,15,69,79,62,79,100,*,*,*
Quarter 3 2021/22,QSL,SOMERSET STP,11X,NHS SOMERSET CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QSL,SOMERSET STP,11X,NHS SOMERSET CCG,All_Provider,nan,CCG,Age,Under 18,NULL,20,10,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QSL,SOMERSET STP,11X,NHS SOMERSET CCG,All_Provider,nan,CCG,Gender,Female,NULL,2270,1405,410,695,10,385,515,30,145,360,,605,685,56,74,53,87,98,60,155,39
Quarter 3 2021/22,QSL,SOMERSET STP,11X,NHS SOMERSET CCG,All_Provider,nan,CCG,Gender,Male,NULL,1010,585,210,305,5,170,210,20,75,160,,255,305,57,69,54,84,100,20,60,32
Quarter 3 2021/22,QSL,SOMERSET STP,11X,NHS SOMERSET CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QSL,SOMERSET STP,11X,NHS SOMERSET CCG,All_Provider,nan,CCG,Total,Total,NULL,3295,1995,620,1000,15,555,730,50,220,525,,865,990,57,73,53,86,99,80,215,37
Quarter 3 2021/22,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,6285,4420,1170,3465,170,1645,2335,155,890,1555,,3235,3465,50,67,47,93,100,295,420,71
Quarter 3 2021/22,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,320,240,60,200,10,115,145,10,45,105,,190,200,60,72,55,96,100,15,20,81
Quarter 3 2021/22,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,175,130,40,90,10,45,50,5,30,40,,85,90,58,58,51,94,100,*,10,*
Quarter 3 2021/22,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,75,20,*,5,*,*,*,*,*,*,,*,5,*,*,*,*,100,*,*,*
Quarter 3 2021/22,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,6915,4620,1140,3380,135,1540,2245,165,895,1455,,3140,3380,47,66,45,93,100,340,475,72
Quarter 3 2021/22,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,3080,2150,595,1610,110,780,1070,75,420,725,,1490,1610,52,66,48,93,100,145,200,72
Quarter 3 2021/22,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,45,20,10,10,*,*,5,*,*,*,,10,10,*,67,*,89,100,*,*,*
Quarter 3 2021/22,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,10190,6855,1760,5035,245,2340,3345,240,1325,2200,,4665,5025,49,66,46,93,100,490,680,72
Quarter 3 2021/22,QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),11N,NHS KERNOW CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2130,1805,335,1230,75,500,810,80,330,480,,890,1205,43,66,41,72,98,35,120,27
Quarter 3 2021/22,QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),11N,NHS KERNOW CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,155,115,25,90,10,55,65,*,20,50,,65,90,66,73,65,74,99,*,5,*
Quarter 3 2021/22,QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),11N,NHS KERNOW CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,95,85,15,50,5,25,35,*,15,20,,35,50,51,65,47,73,98,*,*,*
Quarter 3 2021/22,QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),11N,NHS KERNOW CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),11N,NHS KERNOW CCG,All_Provider,nan,CCG,Age,Under 18,NULL,155,105,25,40,*,5,15,5,20,5,,25,40,13,37,13,61,100,*,5,*
Quarter 3 2021/22,QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),11N,NHS KERNOW CCG,All_Provider,nan,CCG,Gender,Female,NULL,2215,1850,320,1245,70,460,810,75,355,445,,910,1220,39,65,38,73,98,40,135,28
Quarter 3 2021/22,QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),11N,NHS KERNOW CCG,All_Provider,nan,CCG,Gender,Male,NULL,1130,900,205,555,35,220,340,45,160,210,,390,545,42,61,40,70,98,20,55,32
Quarter 3 2021/22,QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),11N,NHS KERNOW CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),11N,NHS KERNOW CCG,All_Provider,nan,CCG,Total,Total,NULL,3370,2765,535,1810,110,685,1150,120,515,655,,1310,1775,40,64,38,72,98,55,190,29
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",10Q,NHS OXFORDSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2870,2470,990,1345,45,605,885,75,350,575,,1335,1345,47,66,44,99,100,155,180,86
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",10Q,NHS OXFORDSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,145,120,45,65,5,40,45,5,15,35,,65,65,66,69,62,100,100,5,10,75
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",10Q,NHS OXFORDSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,90,75,30,30,5,15,20,*,10,10,,30,30,54,65,50,97,100,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",10Q,NHS OXFORDSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",10Q,NHS OXFORDSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,130,40,20,10,*,*,*,*,5,*,,10,10,*,*,*,100,100,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",10Q,NHS OXFORDSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,2880,2400,945,1275,50,530,805,75,360,500,,1265,1275,43,63,41,99,100,160,180,89
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",10Q,NHS OXFORDSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,1410,1160,500,560,20,265,370,30,135,250,,555,560,49,67,47,100,100,65,80,79
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",10Q,NHS OXFORDSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",10Q,NHS OXFORDSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,4320,3580,1465,1845,70,795,1185,110,500,755,,1835,1845,45,64,43,99,100,230,265,86
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",14Y,NHS BUCKINGHAMSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2410,1890,480,1395,120,735,955,70,295,695,,1370,1390,58,69,54,98,100,165,195,84
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",14Y,NHS BUCKINGHAMSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,215,165,45,95,15,55,65,*,20,55,,90,95,71,68,69,98,100,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",14Y,NHS BUCKINGHAMSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,145,95,35,70,25,25,30,*,15,25,,70,70,55,46,49,97,100,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",14Y,NHS BUCKINGHAMSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",14Y,NHS BUCKINGHAMSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",14Y,NHS BUCKINGHAMSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,2340,1775,455,1295,100,640,850,65,295,605,,1265,1290,54,66,51,98,100,165,195,84
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",14Y,NHS BUCKINGHAMSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,1100,870,260,645,70,325,440,25,130,310,,640,645,57,68,54,99,100,75,90,84
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",14Y,NHS BUCKINGHAMSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",14Y,NHS BUCKINGHAMSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,3460,2655,715,1945,170,965,1295,90,425,915,,1910,1940,55,67,52,98,100,240,285,84
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",15A,NHS BERKSHIRE WEST CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2340,1855,480,1180,130,575,785,60,325,535,,1150,1180,55,66,51,97,100,135,170,79
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",15A,NHS BERKSHIRE WEST CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,125,100,25,60,10,35,45,*,10,35,,60,60,69,75,67,98,100,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",15A,NHS BERKSHIRE WEST CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,70,55,20,20,*,15,15,*,*,15,,20,20,80,73,80,95,100,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",15A,NHS BERKSHIRE WEST CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",15A,NHS BERKSHIRE WEST CCG,All_Provider,nan,CCG,Age,Under 18,NULL,75,45,10,10,*,*,5,*,*,*,,10,10,*,58,*,100,100,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",15A,NHS BERKSHIRE WEST CCG,All_Provider,nan,CCG,Gender,Female,NULL,2355,1880,455,1175,115,550,785,70,305,520,,1145,1175,52,67,49,98,100,150,190,78
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",15A,NHS BERKSHIRE WEST CCG,All_Provider,nan,CCG,Gender,Male,NULL,1125,860,280,500,60,250,315,20,150,230,,480,500,57,63,52,97,100,55,70,84
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",15A,NHS BERKSHIRE WEST CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,20,10,*,5,*,*,*,*,*,*,,5,5,*,*,*,100,100,*,*,*
Quarter 3 2021/22,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",15A,NHS BERKSHIRE WEST CCG,All_Provider,nan,CCG,Total,Total,NULL,3495,2750,735,1680,175,800,1100,90,460,745,,1635,1680,53,65,50,97,100,205,260,80
Quarter 3 2021/22,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,6605,4720,1515,2290,75,1095,1580,135,565,1030,,1875,2210,49,69,47,82,97,150,180,84
Quarter 3 2021/22,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,255,205,80,75,*,40,60,*,10,35,,65,70,53,81,51,88,97,5,5,100
Quarter 3 2021/22,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,135,80,30,30,*,15,20,*,5,15,,20,30,57,69,50,76,97,*,*,*
Quarter 3 2021/22,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,All_Provider,nan,CCG,Age,90 and over,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,All_Provider,nan,CCG,Age,Under 18,NULL,335,235,105,60,*,25,30,5,20,25,,55,60,44,53,41,93,100,*,5,*
Quarter 3 2021/22,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,All_Provider,nan,CCG,Gender,Female,NULL,6155,4540,1425,2220,60,1015,1515,130,565,960,,1840,2155,47,68,45,83,97,155,195,80
Quarter 3 2021/22,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,All_Provider,nan,CCG,Gender,Male,NULL,2940,2060,760,925,35,445,615,65,245,415,,765,890,50,67,47,83,96,60,75,79
Quarter 3 2021/22,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,340,40,15,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,All_Provider,nan,CCG,Total,Total,NULL,9465,6660,2210,3155,95,1460,2135,195,810,1380,,2615,3055,48,68,45,83,97,215,270,80
Quarter 3 2021/22,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,4500,4500,1510,2010,165,900,1385,110,485,850,,1645,1985,49,69,46,82,99,175,245,72
Quarter 3 2021/22,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,200,205,70,105,15,55,70,5,25,50,,90,105,59,68,54,86,99,10,15,71
Quarter 3 2021/22,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,110,110,40,35,10,15,20,*,15,15,,30,35,61,59,54,86,100,*,*,*
Quarter 3 2021/22,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,All_Provider,nan,CCG,Age,Under 18,NULL,140,125,50,30,*,10,15,*,10,10,,25,30,33,53,27,84,100,5,5,86
Quarter 3 2021/22,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,All_Provider,nan,CCG,Gender,Female,NULL,4465,4295,1485,1935,140,815,1335,105,465,780,,1600,1915,45,69,43,83,99,190,260,74
Quarter 3 2021/22,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,All_Provider,nan,CCG,Gender,Male,NULL,2000,1905,695,815,80,375,535,50,215,345,,685,805,51,66,47,84,99,90,115,75
Quarter 3 2021/22,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,30,20,10,15,*,5,5,*,10,5,,15,15,40,44,33,88,100,*,*,*
Quarter 3 2021/22,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,All_Provider,nan,CCG,Total,Total,NULL,6525,6250,2210,2770,220,1200,1885,160,690,1130,,2310,2745,47,68,44,83,99,280,380,74
Quarter 3 2021/22,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",All_Provider,nan,CCG,Age,18 to 64,NULL,4515,3555,1575,1810,55,920,1240,115,440,855,,1600,1795,52,69,49,88,99,250,320,78
Quarter 3 2021/22,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",All_Provider,nan,CCG,Age,65 to 74,NULL,170,160,70,75,*,45,50,5,15,40,,65,75,63,69,58,89,99,10,15,63
Quarter 3 2021/22,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",All_Provider,nan,CCG,Age,75 to 89,NULL,95,85,55,45,*,15,25,5,10,15,,40,45,33,59,33,91,100,*,5,*
Quarter 3 2021/22,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",All_Provider,nan,CCG,Age,90 and over,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",All_Provider,nan,CCG,Age,Under 18,NULL,170,110,55,15,*,5,5,*,10,*,,15,15,33,35,*,94,100,5,5,100
Quarter 3 2021/22,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",All_Provider,nan,CCG,Gender,Female,NULL,4815,3675,1565,1790,50,845,1190,120,470,775,,1570,1775,49,66,45,88,99,280,365,77
Quarter 3 2021/22,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",All_Provider,nan,CCG,Gender,Male,NULL,2185,1670,810,765,25,395,525,55,175,370,,690,760,54,69,50,90,99,110,135,79
Quarter 3 2021/22,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",All_Provider,nan,CCG,Total,Total,NULL,7055,5390,2390,2560,75,1240,1720,175,650,1150,,2270,2540,50,67,46,89,99,390,500,78
Quarter 3 2021/22,QVV,DORSET STP,11J,NHS DORSET CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,4140,3400,1005,2080,60,1040,1445,110,515,975,,2015,2070,52,70,48,97,100,265,420,63
Quarter 3 2021/22,QVV,DORSET STP,11J,NHS DORSET CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,265,255,80,165,*,110,125,*,35,100,,160,165,69,77,62,99,100,10,20,58
Quarter 3 2021/22,QVV,DORSET STP,11J,NHS DORSET CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,165,125,55,55,*,30,35,*,20,30,,50,55,62,62,56,92,100,*,5,*
Quarter 3 2021/22,QVV,DORSET STP,11J,NHS DORSET CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,5,5,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QVV,DORSET STP,11J,NHS DORSET CCG,All_Provider,nan,CCG,Age,Under 18,NULL,80,35,10,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QVV,DORSET STP,11J,NHS DORSET CCG,All_Provider,nan,CCG,Gender,Female,NULL,4160,3385,965,2035,55,980,1370,110,545,915,,1980,2030,50,67,46,97,100,285,440,65
Quarter 3 2021/22,QVV,DORSET STP,11J,NHS DORSET CCG,All_Provider,nan,CCG,Gender,Male,NULL,2135,1680,570,905,20,425,620,50,225,400,,875,900,48,69,45,97,99,110,175,61
Quarter 3 2021/22,QVV,DORSET STP,11J,NHS DORSET CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QVV,DORSET STP,11J,NHS DORSET CCG,All_Provider,nan,CCG,Total,Total,NULL,6325,5085,1545,2945,75,1410,2000,160,775,1315,,2860,2935,49,68,46,97,100,395,620,64
Quarter 3 2021/22,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),36L,NHS SOUTH WEST LONDON CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,8985,6710,2485,3580,260,1840,2405,190,930,1700,,3480,3565,55,67,51,97,99,375,495,75
Quarter 3 2021/22,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),36L,NHS SOUTH WEST LONDON CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,410,315,125,165,10,100,125,*,35,95,,160,165,66,77,63,97,100,10,10,75
Quarter 3 2021/22,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),36L,NHS SOUTH WEST LONDON CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,200,140,60,70,10,40,45,*,20,35,,70,70,64,67,59,99,100,*,*,*
Quarter 3 2021/22,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),36L,NHS SOUTH WEST LONDON CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,5,10,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),36L,NHS SOUTH WEST LONDON CCG,All_Provider,nan,CCG,Age,Under 18,NULL,135,40,20,5,*,*,*,*,*,*,,5,5,*,*,*,100,100,*,*,*
Quarter 3 2021/22,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),36L,NHS SOUTH WEST LONDON CCG,All_Provider,nan,CCG,Gender,Female,NULL,8920,6460,2325,3395,215,1690,2255,170,905,1560,,3270,3380,53,66,49,96,100,405,545,75
